Date,Product,Region,Quantity,Revenue,OrderID
2025-05-01,Keyboard,East,4,360,14493
2025-04-30,Tablet,North,5,2500,61875
2025-10-13,Laptop,West,1,1200,87175
2025-11-04,Laptop,South,3,3600,21240
2025-11-30,Tablet,North,4,2000,42762
2025-03-09,Keyboard,West,2,180,91768
2025-05-05,Tablet,South,1,500,73095
2025-05-07,Monitor,South,1,300,61631
2025-06-07,Keyboard,East,3,270,75087
2025-02-19,Monitor,East,5,1500,60500
2025-10-31,Keyboard,North,3,270,17851
2025-07-20,Monitor,North,4,1200,19168
2025-08-04,Laptop,West,5,6000,42174
2025-11-28,Tablet,West,1,500,36649
2025-11-04,Monitor,South,5,1500,99906
2025-02-07,Keyboard,North,5,450,88002
2025-05-12,Keyboard,West,4,360,97445
2025-03-17,Monitor,East,4,1200,10193
2025-06-11,Headphones,East,1,150,52752
2025-03-13,Tablet,South,1,500,36512
2025-03-02,Keyboard,South,2,180,14378
2025-05-16,Headphones,West,2,300,34000
2025-04-03,Monitor,North,3,900,83869
2025-10-18,Monitor,West,1,300,16796
2025-07-08,Tablet,North,1,500,68557
2025-05-16,Headphones,West,4,600,26724
2025-09-02,Laptop,West,2,2400,15482
2025-11-06,Tablet,North,1,500,15463
2025-02-06,Laptop,North,1,1200,43623
2025-10-04,Headphones,East,1,150,32054
2025-07-11,Headphones,South,3,450,31386
2025-11-29,Tablet,North,1,500,54199
2025-04-18,Headphones,West,5,750,65284
2025-04-19,Keyboard,North,1,90,74089
2025-04-13,Keyboard,South,5,450,47383
2025-06-02,Headphones,South,5,750,76262
2025-06-26,Keyboard,South,2,180,79569
2025-11-20,Tablet,North,4,2000,26977
2025-05-27,Keyboard,West,4,360,26715
2025-08-31,Laptop,East,2,2400,46636
2025-04-15,Phone,South,3,2400,20058
2025-09-23,Tablet,South,3,1500,86917
2025-07-20,Laptop,East,4,4800,27154
2025-03-25,Tablet,East,5,2500,87313
2025-04-03,Tablet,East,2,1000,88928
2025-09-25,Headphones,East,1,150,58438
2025-10-28,Phone,North,5,4000,47437
2025-02-18,Laptop,East,1,1200,17461
2025-10-11,Monitor,South,3,900,46268
2025-03-14,Monitor,South,2,600,72493
2025-07-07,Keyboard,South,3,270,94162
2025-06-05,Keyboard,East,1,90,78670
2025-01-23,Headphones,West,2,300,76677
2025-04-10,Keyboard,North,2,180,98503
2025-06-05,Monitor,East,4,1200,49332
2025-02-25,Laptop,North,4,4800,81442
2025-06-06,Phone,West,2,1600,12011
2025-05-06,Headphones,North,1,150,18767
2025-11-21,Phone,West,4,3200,27438
2025-04-23,Monitor,South,5,1500,17069
2025-12-10,Headphones,East,3,450,80188
2025-09-17,Phone,East,3,2400,82127
2025-08-22,Headphones,South,3,450,63161
2025-05-02,Monitor,North,2,600,83851
2025-12-23,Headphones,East,4,600,76321
2025-07-20,Laptop,North,5,6000,30538
2025-05-06,Keyboard,North,5,450,46575
2025-10-05,Keyboard,North,5,450,25848
2025-11-01,Monitor,South,5,1500,96836
2025-12-09,Headphones,East,2,300,19569
2025-04-19,Headphones,South,1,150,10340
2025-01-21,Keyboard,East,4,360,85250
2025-04-02,Monitor,East,5,1500,68478
2025-12-20,Headphones,West,3,450,49420
2025-09-30,Headphones,West,2,300,84965
2025-09-06,Phone,East,5,4000,68342
2025-12-07,Keyboard,North,1,90,45428
2025-06-13,Tablet,East,3,1500,11140
2025-12-20,Headphones,South,5,750,13630
2025-05-20,Tablet,North,3,1500,36086
2025-01-05,Laptop,West,4,4800,77496
2025-02-15,Phone,West,1,800,76418
2025-05-27,Phone,West,4,3200,48635
2025-11-04,Tablet,East,2,1000,82805
2025-03-16,Laptop,South,3,3600,72154
2025-07-11,Laptop,East,2,2400,46304
2025-06-28,Monitor,South,3,900,31083
2025-06-24,Keyboard,East,5,450,63410
2025-02-17,Laptop,West,4,4800,18016
2025-12-03,Laptop,North,3,3600,50510
2025-10-21,Headphones,East,5,750,35518
2025-07-08,Phone,West,5,4000,15845
2025-06-20,Headphones,South,2,300,32313
2025-11-16,Tablet,North,4,2000,21944
2025-06-01,Headphones,West,1,150,66622
2025-06-12,Headphones,South,2,300,46976
2025-11-23,Tablet,East,3,1500,76624
2025-10-19,Laptop,North,1,1200,96156
2025-08-20,Monitor,West,1,300,21390
2025-09-14,Keyboard,East,2,180,25038
2025-04-14,Laptop,South,4,4800,18605
2025-12-24,Headphones,East,3,450,51869
2025-07-07,Monitor,North,2,600,77628
2025-03-02,Headphones,East,2,300,90807
2025-05-25,Phone,South,4,3200,91253
2025-07-07,Phone,South,2,1600,56092
2025-07-03,Keyboard,South,3,270,78487
2025-08-03,Tablet,West,3,1500,33782
2025-02-22,Laptop,North,1,1200,32173
2025-09-26,Monitor,East,5,1500,71202
2025-11-09,Laptop,South,1,1200,26566
2025-01-23,Tablet,South,2,1000,99571
2025-02-23,Keyboard,West,2,180,90909
2025-06-27,Keyboard,South,4,360,18244
2025-12-01,Tablet,South,4,2000,66378
2025-09-21,Phone,West,2,1600,47713
2025-09-05,Phone,East,3,2400,17016
2025-07-23,Laptop,East,1,1200,64238
2025-08-29,Phone,North,2,1600,60961
2025-04-06,Tablet,South,1,500,37990
2025-03-29,Phone,West,1,800,45205
2025-11-21,Keyboard,North,5,450,51627
2025-05-19,Laptop,North,3,3600,42402
2025-05-17,Headphones,South,4,600,15571
2025-04-10,Phone,East,3,2400,53148
2025-03-24,Laptop,South,4,4800,42441
2025-08-06,Monitor,North,4,1200,54760
2025-04-30,Phone,East,5,4000,22180
2025-08-23,Monitor,North,1,300,99963
2025-01-11,Laptop,West,1,1200,85357
2025-07-20,Monitor,West,3,900,15842
2025-05-20,Monitor,South,1,300,27508
2025-10-31,Keyboard,West,1,90,76914
2025-10-30,Phone,West,3,2400,15355
2025-12-27,Keyboard,East,1,90,88860
2025-07-29,Monitor,North,4,1200,36654
2025-01-16,Laptop,North,3,3600,44773
2025-04-10,Monitor,East,5,1500,93692
2025-06-11,Laptop,West,4,4800,57377
2025-01-03,Keyboard,South,4,360,68283
2025-05-29,Keyboard,West,1,90,84083
2025-01-21,Keyboard,East,3,270,83016
2025-02-18,Tablet,South,2,1000,65860
2025-02-13,Monitor,South,5,1500,30132
2025-04-12,Phone,South,1,800,49779
2025-05-18,Headphones,North,3,450,61813
2025-01-17,Keyboard,South,4,360,34087
2025-01-29,Headphones,North,4,600,11401
2025-07-07,Phone,South,1,800,30307
2025-04-29,Keyboard,West,1,90,87403
2025-07-05,Keyboard,East,5,450,81354
2025-06-24,Tablet,North,2,1000,40116
2025-05-14,Monitor,North,1,300,65350
2025-01-07,Keyboard,North,4,360,56607
2025-07-27,Headphones,North,4,600,60124
2025-05-15,Keyboard,East,3,270,30936
2025-06-09,Headphones,West,1,150,37606
2025-08-05,Monitor,South,3,900,55671
2025-07-14,Monitor,North,5,1500,97265
2025-07-24,Keyboard,East,4,360,68585
2025-01-04,Phone,West,1,800,21908
2025-11-08,Keyboard,South,3,270,71215
2025-01-28,Tablet,North,1,500,48458
2025-03-31,Keyboard,East,2,180,87240
2025-01-26,Laptop,South,3,3600,99388
2025-12-05,Headphones,North,5,750,65751
2025-12-26,Keyboard,East,4,360,84218
2025-11-17,Laptop,East,4,4800,42983
2025-07-07,Laptop,East,1,1200,46081
2025-10-09,Laptop,South,5,6000,15939
2025-12-27,Headphones,West,1,150,86721
2025-08-14,Monitor,South,5,1500,37076
2025-10-21,Tablet,South,2,1000,75101
2025-07-21,Tablet,North,3,1500,47853
2025-01-06,Monitor,West,4,1200,10492
2025-08-23,Keyboard,North,1,90,82010
2025-11-29,Phone,East,4,3200,38328
2025-09-29,Keyboard,East,4,360,41279
2025-07-03,Headphones,South,1,150,15451
2025-05-19,Monitor,North,2,600,48870
2025-11-07,Tablet,South,2,1000,40873
2025-09-17,Keyboard,East,5,450,13642
2025-05-05,Phone,North,3,2400,24122
2025-09-02,Phone,South,5,4000,28793
2025-01-08,Tablet,West,4,2000,73069
2025-11-17,Headphones,East,1,150,55242
2025-03-25,Phone,South,5,4000,37691
2025-05-17,Monitor,South,4,1200,28020
2025-06-05,Phone,East,3,2400,34532
2025-08-04,Phone,West,2,1600,30022
2025-04-01,Tablet,North,3,1500,95867
2025-05-21,Monitor,South,4,1200,33816
2025-09-05,Headphones,South,3,450,77712
2025-06-09,Laptop,North,1,1200,38482
2025-04-27,Tablet,East,3,1500,13696
2025-12-25,Headphones,South,1,150,63521
2025-06-22,Keyboard,North,4,360,92612
2025-04-01,Phone,West,1,800,61313
2025-09-14,Phone,South,5,4000,40099
2025-04-26,Phone,East,3,2400,19256
2025-04-15,Monitor,South,1,300,97440
2025-10-05,Phone,West,5,4000,36536
2025-08-09,Keyboard,North,3,270,12871
2025-05-29,Headphones,West,2,300,76668
2025-07-07,Phone,West,5,4000,71844
2025-05-12,Phone,West,2,1600,30700
2025-02-10,Headphones,West,4,600,30954
2025-11-20,Phone,East,3,2400,56976
2025-07-14,Headphones,West,5,750,25523
2025-01-24,Phone,West,3,2400,26673
2025-06-30,Keyboard,East,5,450,26964
2025-12-17,Tablet,North,1,500,59976
2025-09-06,Keyboard,South,5,450,71240
2025-05-18,Tablet,North,5,2500,63459
2025-01-03,Headphones,South,4,600,87787
2025-11-28,Tablet,East,4,2000,70142
2025-06-18,Monitor,North,2,600,67649
2025-01-30,Tablet,North,1,500,35711
2025-07-25,Laptop,South,3,3600,17214
2025-08-16,Tablet,North,5,2500,28375
2025-08-29,Headphones,East,2,300,13273
2025-02-01,Headphones,South,1,150,84704
2025-05-19,Phone,South,1,800,78368
2025-11-20,Keyboard,East,1,90,21156
2025-12-23,Tablet,North,1,500,52712
2025-02-20,Keyboard,North,1,90,30583
2025-09-28,Headphones,South,1,150,75942
2025-06-16,Monitor,South,1,300,29873
2025-09-08,Laptop,North,1,1200,31644
2025-03-11,Tablet,West,4,2000,45060
2025-01-03,Laptop,East,1,1200,35675
2025-06-24,Monitor,East,1,300,22112
2025-09-28,Keyboard,West,4,360,81569
2025-12-05,Headphones,West,3,450,28919
2025-03-19,Phone,North,2,1600,47564
2025-09-04,Keyboard,West,3,270,94892
2025-12-05,Tablet,North,1,500,20578
2025-07-12,Monitor,East,5,1500,77391
2025-05-27,Keyboard,West,3,270,42298
2025-03-30,Keyboard,East,4,360,37798
2025-01-02,Tablet,East,1,500,95988
2025-11-24,Tablet,West,3,1500,21889
2025-09-29,Headphones,East,2,300,63747
2025-11-24,Keyboard,North,1,90,97051
2025-05-06,Monitor,East,5,1500,26523
2025-04-07,Monitor,North,4,1200,82525
2025-03-10,Tablet,West,3,1500,95024
2025-11-14,Phone,West,1,800,91938
2025-08-02,Monitor,East,2,600,87789
2025-02-16,Keyboard,North,5,450,56163
2025-07-01,Tablet,East,3,1500,32931
2025-01-29,Phone,East,2,1600,35991
2025-08-06,Tablet,North,2,1000,65312
2025-11-18,Tablet,South,5,2500,72875
2025-11-14,Laptop,North,2,2400,24256
2025-08-07,Laptop,West,3,3600,69778
2025-09-23,Phone,North,3,2400,51167
2025-01-02,Keyboard,West,2,180,98229
2025-01-22,Phone,East,3,2400,77054
2025-08-18,Keyboard,East,1,90,74619
2025-03-25,Headphones,East,2,300,40109
2025-11-05,Phone,South,3,2400,44510
2025-10-10,Phone,North,1,800,55800
2025-04-10,Headphones,West,2,300,39084
2025-03-06,Headphones,South,1,150,65561
2025-11-05,Headphones,South,3,450,11813
2025-12-22,Phone,South,1,800,65276
2025-10-11,Laptop,North,5,6000,52051
2025-01-07,Laptop,North,4,4800,75618
2025-05-18,Keyboard,North,5,450,12093
2025-04-16,Tablet,West,1,500,92289
2025-10-10,Tablet,South,3,1500,60931
2025-12-07,Laptop,West,4,4800,79212
2025-03-14,Headphones,South,3,450,39943
2025-12-14,Laptop,East,1,1200,85945
2025-07-31,Monitor,West,1,300,53764
2025-05-31,Keyboard,East,1,90,98056
2025-03-10,Headphones,West,2,300,20442
2025-03-02,Phone,East,2,1600,93104
2025-11-27,Phone,South,2,1600,76897
2025-02-07,Headphones,West,3,450,53326
2025-03-18,Tablet,East,2,1000,10869
2025-11-17,Headphones,South,3,450,92409
2025-07-28,Laptop,North,3,3600,18024
2025-10-22,Laptop,West,4,4800,29296
2025-07-01,Monitor,North,2,600,22855
2025-07-06,Monitor,South,5,1500,30025
2025-12-29,Headphones,West,2,300,59831
2025-04-24,Keyboard,East,5,450,57195
2025-01-18,Phone,East,3,2400,17352
2025-07-24,Keyboard,South,5,450,64122
2025-11-06,Keyboard,West,1,90,35398
2025-01-03,Tablet,South,2,1000,66704
2025-04-12,Tablet,North,5,2500,45529
2025-12-14,Monitor,South,3,900,45436
2025-10-30,Keyboard,East,3,270,22356
2025-05-09,Keyboard,West,4,360,45098
2025-11-08,Phone,East,1,800,67620
2025-03-02,Phone,West,1,800,12591
2025-02-24,Monitor,West,2,600,76736
2025-12-28,Phone,East,1,800,33408
2025-08-01,Monitor,North,3,900,69500
2025-02-04,Tablet,North,5,2500,42854
2025-03-17,Headphones,South,1,150,37518
2025-08-02,Laptop,North,5,6000,33199
2025-02-15,Keyboard,East,5,450,15520
2025-09-04,Monitor,South,5,1500,51605
2025-04-18,Phone,South,1,800,74925
2025-07-28,Tablet,East,2,1000,51458
2025-05-02,Phone,East,4,3200,53939
2025-06-11,Laptop,South,4,4800,79166
2025-09-03,Headphones,South,4,600,64935
2025-03-13,Headphones,North,1,150,25534
2025-10-16,Tablet,North,3,1500,90201
2025-06-24,Phone,North,5,4000,40049
2025-05-21,Tablet,North,2,1000,79724
2025-08-27,Monitor,West,1,300,38916
2025-11-16,Monitor,North,2,600,81696
2025-03-12,Monitor,North,2,600,71744
2025-01-07,Phone,North,5,4000,10192
2025-08-29,Tablet,North,3,1500,75048
2025-09-08,Monitor,East,5,1500,46468
2025-10-09,Keyboard,West,1,90,52056
2025-04-30,Laptop,North,1,1200,24671
2025-12-30,Headphones,South,1,150,10717
2025-12-05,Headphones,South,1,150,14994
2025-05-19,Monitor,South,1,300,52215
2025-05-26,Headphones,West,2,300,87535
2025-05-16,Tablet,South,4,2000,65480
2025-12-26,Keyboard,East,4,360,21064
2025-02-18,Monitor,South,2,600,16476
2025-02-14,Tablet,East,4,2000,97999
2025-08-09,Headphones,South,5,750,36946
2025-12-05,Headphones,South,3,450,37197
2025-05-12,Headphones,West,4,600,12890
2025-05-02,Headphones,West,3,450,74925
2025-08-23,Phone,South,1,800,58008
2025-12-14,Keyboard,South,5,450,54535
2025-07-26,Laptop,West,1,1200,26633
2025-11-10,Monitor,West,5,1500,69197
2025-10-22,Phone,West,1,800,54386
2025-07-30,Keyboard,North,3,270,96598
2025-04-02,Laptop,East,4,4800,44693
2025-08-03,Headphones,North,2,300,76025
2025-09-02,Tablet,South,2,1000,94811
2025-06-19,Monitor,North,3,900,42821
2025-01-16,Headphones,North,5,750,43722
2025-04-04,Tablet,West,2,1000,53307
2025-07-26,Laptop,South,2,2400,70593
2025-12-12,Phone,South,1,800,26767
2025-03-03,Tablet,North,3,1500,61877
2025-08-10,Monitor,North,5,1500,98031
2025-06-05,Monitor,South,5,1500,76458
2025-12-22,Tablet,South,5,2500,53395
2025-10-06,Tablet,West,4,2000,59145
2025-12-23,Keyboard,West,1,90,25899
2025-09-14,Monitor,East,5,1500,30884
2025-04-06,Headphones,East,5,750,29259
2025-04-30,Tablet,South,1,500,12103
2025-07-06,Monitor,East,5,1500,38901
2025-09-15,Headphones,North,5,750,48437
2025-06-25,Headphones,West,4,600,51258
2025-10-14,Headphones,West,5,750,60626
2025-12-31,Headphones,East,5,750,94748
2025-10-18,Keyboard,East,3,270,80130
2025-10-31,Monitor,East,2,600,62656
2025-12-22,Headphones,South,3,450,56287
2025-07-16,Monitor,North,2,600,86312
2025-03-09,Monitor,North,3,900,20922
2025-03-15,Monitor,East,1,300,94178
2025-12-09,Headphones,South,2,300,82374
2025-01-28,Monitor,East,3,900,80532
2025-02-20,Monitor,West,2,600,24211
2025-09-03,Laptop,South,4,4800,99765
2025-01-14,Headphones,West,3,450,40908
2025-06-04,Tablet,South,3,1500,46182
2025-02-28,Laptop,North,2,2400,10917
2025-12-05,Laptop,West,4,4800,49104
2025-05-23,Keyboard,South,2,180,33470
2025-07-28,Monitor,South,2,600,54435
2025-04-22,Laptop,East,3,3600,96795
2025-10-23,Tablet,West,3,1500,13255
2025-03-31,Tablet,North,5,2500,35380
2025-08-18,Phone,West,2,1600,34519
2025-12-30,Headphones,South,4,600,33559
2025-01-29,Phone,South,1,800,31119
2025-12-06,Keyboard,East,3,270,94486
2025-02-14,Headphones,East,3,450,98151
2025-09-13,Laptop,East,3,3600,52788
2025-08-22,Laptop,East,1,1200,66583
2025-07-26,Monitor,South,4,1200,24715
2025-08-19,Monitor,East,4,1200,88768
2025-09-30,Phone,South,5,4000,97954
2025-01-11,Phone,South,4,3200,35338
2025-10-03,Phone,South,2,1600,55619
2025-09-28,Monitor,West,3,900,67124
2025-05-06,Laptop,West,4,4800,85831
2025-12-26,Headphones,South,5,750,65863
2025-03-01,Phone,East,4,3200,25408
2025-05-05,Monitor,West,4,1200,54825
2025-03-27,Keyboard,East,2,180,22453
2025-12-10,Tablet,South,3,1500,13373
2025-04-06,Tablet,North,2,1000,76983
2025-05-08,Tablet,West,3,1500,95103
2025-11-12,Tablet,East,1,500,29520
2025-09-04,Phone,North,2,1600,51185
2025-09-22,Tablet,North,1,500,43455
2025-01-18,Headphones,West,1,150,97438
2025-04-16,Monitor,North,1,300,96055
2025-05-28,Phone,East,5,4000,64353
2025-11-29,Laptop,East,4,4800,27618
2025-11-23,Laptop,East,2,2400,21151
2025-10-22,Keyboard,East,1,90,45303
2025-12-31,Laptop,North,5,6000,81045
2025-03-18,Laptop,West,2,2400,43037
2025-04-05,Tablet,West,4,2000,93494
2025-03-13,Laptop,North,3,3600,90357
2025-07-10,Tablet,West,4,2000,91972
2025-08-10,Headphones,West,3,450,39932
2025-09-03,Phone,West,5,4000,73909
2025-07-19,Tablet,North,3,1500,96402
2025-09-13,Headphones,West,1,150,19018
2025-10-14,Monitor,East,5,1500,67021
2025-11-04,Laptop,East,1,1200,39437
2025-08-01,Phone,West,4,3200,63772
2025-02-14,Phone,South,1,800,51235
2025-07-24,Laptop,South,4,4800,55536
2025-09-30,Phone,West,2,1600,81386
2025-04-19,Tablet,West,3,1500,87273
2025-04-21,Headphones,North,5,750,81128
2025-07-08,Phone,South,2,1600,66830
2025-10-13,Monitor,West,2,600,44524
2025-08-26,Tablet,South,5,2500,40676
2025-04-04,Monitor,West,1,300,82307
2025-05-23,Laptop,West,2,2400,88388
2025-06-29,Tablet,North,1,500,41027
2025-05-17,Tablet,East,1,500,84795
2025-08-15,Headphones,South,1,150,46639
2025-09-28,Keyboard,North,5,450,99037
2025-03-13,Headphones,South,4,600,62265
2025-07-09,Headphones,East,3,450,32800
2025-08-09,Monitor,North,2,600,35068
2025-07-11,Headphones,South,1,150,96242
2025-05-19,Laptop,North,3,3600,68817
2025-03-04,Headphones,East,4,600,20234
2025-09-30,Tablet,East,4,2000,85301
2025-04-29,Monitor,East,4,1200,54757
2025-08-06,Laptop,East,4,4800,61257
2025-09-26,Keyboard,South,1,90,45944
2025-08-16,Keyboard,South,3,270,97225
2025-09-09,Headphones,South,3,450,80427
2025-07-29,Laptop,East,4,4800,23255
2025-07-27,Phone,West,4,3200,71576
2025-07-03,Keyboard,East,5,450,15698
2025-09-07,Tablet,South,2,1000,60248
2025-10-09,Keyboard,West,2,180,41954
2025-11-19,Monitor,East,2,600,29738
2025-04-23,Headphones,West,1,150,54724
2025-02-13,Phone,East,2,1600,28782
2025-12-06,Keyboard,East,4,360,30566
2025-06-25,Laptop,South,1,1200,36177
2025-06-07,Headphones,South,5,750,39523
2025-04-26,Tablet,North,5,2500,55939
2025-10-21,Monitor,East,2,600,75785
2025-10-29,Laptop,North,1,1200,70281
2025-03-11,Laptop,East,4,4800,51430
2025-04-01,Phone,North,4,3200,23026
2025-08-02,Headphones,West,2,300,20377
2025-12-11,Keyboard,North,3,270,80204
2025-07-11,Monitor,South,5,1500,44484
2025-11-07,Monitor,West,3,900,44028
2025-12-24,Monitor,North,1,300,40266
2025-08-28,Phone,North,4,3200,12866
2025-01-30,Headphones,West,4,600,14006
2025-03-31,Monitor,East,5,1500,72901
2025-08-08,Phone,South,1,800,51574
2025-08-11,Phone,North,2,1600,49454
2025-02-21,Laptop,West,1,1200,64710
2025-10-05,Monitor,East,1,300,95824
2025-09-06,Phone,South,2,1600,30884
2025-12-01,Laptop,South,3,3600,93948
2025-07-27,Tablet,East,1,500,69993
2025-05-21,Laptop,South,1,1200,76125
2025-09-19,Headphones,South,5,750,75333
2025-10-10,Monitor,North,5,1500,19275
2025-01-06,Monitor,South,2,600,75942
2025-08-05,Phone,South,5,4000,27369
2025-01-20,Tablet,South,3,1500,40143
2025-08-30,Phone,West,1,800,15368
2025-01-14,Tablet,North,4,2000,17566
2025-01-19,Headphones,East,4,600,37042
2025-12-03,Headphones,East,4,600,28019
2025-06-12,Phone,West,4,3200,28279
2025-11-13,Monitor,North,3,900,60225
2025-03-06,Headphones,West,4,600,71381
2025-11-10,Tablet,North,4,2000,67530
2025-07-27,Keyboard,West,4,360,15313
2025-10-14,Headphones,South,3,450,69550
2025-07-20,Monitor,South,4,1200,45186
2025-04-13,Phone,North,1,800,63218
2025-10-13,Phone,South,2,1600,48084
2025-08-09,Keyboard,South,3,270,50317
2025-06-22,Monitor,South,2,600,49531
2025-01-04,Monitor,East,2,600,29601
2025-09-28,Phone,West,1,800,19417
2025-07-31,Tablet,West,3,1500,88270
2025-11-19,Phone,East,3,2400,50031
2025-12-03,Laptop,East,5,6000,69807
2025-08-02,Tablet,East,1,500,30435
2025-05-30,Headphones,North,3,450,41721
2025-01-03,Laptop,West,4,4800,72993
2025-04-23,Headphones,North,1,150,11814
2025-07-21,Headphones,North,5,750,45699
2025-09-13,Tablet,North,4,2000,44785
2025-08-25,Laptop,South,2,2400,38141
2025-11-10,Tablet,East,1,500,35933
2025-12-21,Keyboard,West,2,180,85874
2025-01-11,Monitor,North,5,1500,37526
2025-07-28,Tablet,West,2,1000,57947
2025-05-01,Phone,South,3,2400,34816
2025-08-31,Phone,East,5,4000,83914
2025-12-12,Tablet,North,4,2000,80122
2025-08-27,Phone,West,4,3200,52316
2025-09-03,Phone,South,3,2400,14686
2025-03-13,Tablet,East,4,2000,28443
2025-05-21,Tablet,East,1,500,56142
2025-09-10,Laptop,West,4,4800,70372
2025-01-08,Monitor,South,4,1200,78379
2025-04-28,Monitor,East,4,1200,25972
2025-05-31,Tablet,South,5,2500,62347
2025-10-20,Monitor,East,4,1200,91326
2025-10-02,Monitor,South,5,1500,63311
2025-06-14,Headphones,East,4,600,89507
2025-10-08,Tablet,East,4,2000,13969
2025-08-12,Phone,North,4,3200,26428
2025-10-02,Phone,North,3,2400,93829
2025-08-09,Keyboard,South,4,360,76467
2025-11-25,Headphones,East,4,600,98302
2025-12-01,Laptop,West,1,1200,93231
2025-02-19,Phone,North,4,3200,69222
2025-05-06,Headphones,North,2,300,70380
2025-10-27,Phone,North,2,1600,49560
2025-04-16,Keyboard,East,2,180,87986
2025-12-07,Monitor,East,3,900,36206
2025-06-30,Phone,East,4,3200,11161
2025-05-10,Phone,West,1,800,48751
2025-05-24,Tablet,East,5,2500,13178
2025-03-29,Laptop,East,5,6000,36627
2025-11-23,Phone,East,2,1600,68251
2025-04-05,Laptop,North,3,3600,93291
2025-11-17,Keyboard,North,2,180,98774
